chr	max_distance	density
IX	200	0.21729394755028553
X	200	0.19988977554170226
XI	200	0.2192358911603801
XII	200	0.1819107623330863
XIII	200	0.20310547785610825
XIV	200	0.1921811271488003
XV	200	0.18876816541142555
XVI	200	0.18217613541673258
I	205	0.23398257303946693
II	205	0.21299976389107508
III	205	0.10888918811434727
IV	205	0.1957011174770698
V	205	0.21956533060218375
VI	205	0.22234889565851473
VII	205	0.16750967055933416
VIII	205	0.15791363262317312
IX	205	0.22190421198123159
X	205	0.2055967742584321
XI	205	0.2289672113446588
XII	205	0.18736070237076102
XIII	205	0.20946722903061452
XIV	205	0.19709230645656883
XV	205	0.19377691193274754
XVI	205	0.18859973883674766
I	210	0.24215743338922238
II	210	0.22068068235479302
III	210	0.11216153164465793
IV	210	0.20044871414089258
V	210	0.2256947940354471
VI	210	0.22619845203415742
VII	210	0.17189396300438153
VIII	210	0.1619979276379516
IX	210	0.22806941766995234
X	210	0.21062123952901168
XI	210	0.2348938837700355
XII	210	0.1923830688282165
XIII	210	0.21442595499285508
XIV	210	0.20159804572802623
XV	210	0.19969192451875806
XVI	210	0.19254883098855988
I	215	0.24772172462622383
II	215	0.22433914095702817
III	215	0.11417504063029407
IV	215	0.2047543854724717
V	215	0.2297689516898988
VI	215	0.2317099803450535
VII	215	0.17716648028305865
VIII	215	0.16539972949099163
IX	215	0.23290928600007274
X	215	0.21748412003470327
XI	215	0.24192730828294462
XII	215	0.19771799992023573
XIII	215	0.21903635858165726
XIV	215	0.20784029232481613
XV	215	0.20397584145750308
XVI	215	0.19636818533730774
I	220	0.2534293582604314
II	220	0.23103996143554226
III	220	0.11759769276295394
IV	220	0.21100008942949855
V	220	0.23468502091759683
VI	220	0.23574831304296326
VII	220	0.18357379874236895
VIII	220	0.16849938593388702
IX	220	0.23735814570981703
X	220	0.22478414376916692
XI	220	0.2481359175544678
XII	220	0.2035723262506991
XIII	220	0.22634896493086018
XIV	220	0.21393336758749154
XV	220	0.21116365845590224
XVI	220	0.20163680587638413
I	225	0.26023160656421307
II	225	0.23625772272941917
III	225	0.11829287004881898
IV	225	0.21783720306305823
V	225	0.24047598382141058
VI	225	0.23822091271501067
VII	225	0.18970429171173483
VIII	225	0.17208425235895586
IX	225	0.24293456516204126
X	225	0.2325682432876389
XI	225	0.25282236778961514
XII	225	0.2075011802329302
XIII	225	0.23069109538732474
XIV	225	0.2199002209520701
XV	225	0.21566200032805183
XVI	225	0.2086953861861938
I	230	0.2641713506328784
II	230	0.2438255056666142
III	230	0.12114247063502254
IV	230	0.223191223114849
V	230	0.244824413699724
VI	230	0.24242951425261233
VII	230	0.19368159568812218
VIII	230	0.17653645384373395
IX	230	0.24707880187684136
X	230	0.23562154123829535
XI	230	0.25624010221710336
XII	230	0.21320525294084366
XIII	230	0.23610740011964115
XIV	230	0.22483562466452386
XV	230	0.22108310249053645
XVI	230	0.2144555336864733
I	235	0.2692143967891303
II	235	0.24841241342672754
III	235	0.12187835650069048
IV	235	0.2280504434593419
V	235	0.25048865589251307
VI	235	0.24847405806167433
VII	235	0.19731240948173134
VIII	235	0.18192886075184442
IX	235	0.25078883715854944
X	235	0.24123065205410385
XI	235	0.2607900830214032
XII	235	0.21946953051307902
XIII	235	0.2426746831294061
XIV	235	0.22929801500128133
XV	235	0.22533952905320395
XVI	235	0.21814620501104354
I	240	0.27439209792457586
II	240	0.25573424956713364
III	240	0.12635943170822594
IV	240	0.2344208264982868
V	240	0.25833666047528947
VI	240	0.2564100665899223
VII	240	0.20253817808495425
VIII	240	0.18489344042314576
IX	240	0.2567403520896228
X	240	0.24729567912077893
XI	240	0.26507612294845956
XII	240	0.22631812772856405
XIII	240	0.24705251122041558
XIV	240	0.23566903343350337
XV	240	0.22905714424475232
XVI	240	0.2229169699155966
I	245	0.27965232953114005
II	245	0.25931031599244453
III	245	0.1301578553467588
IV	245	0.23901306388725876
