,Feature
YPL008W,1
YCL057C-A,1
YPL006W,1
YBL097W,1
YBL092W,1
YPR135W,1
YBL091C-A,1
YPR131C,1
YPR129W,1
YPR128C,1
YBL089W,1
YBL087C,1
YBL086C,1
YPR122W,1
YPR121W,1
YPR119W,1
YBL081W,1
YBL072C,1
YPR108W,1
YPR106W,1
YPR105C,1
YPR095C,1
YBL061C,1
YPR089W,1
YBL099W,1
YBL103C,1
YBL104C,1
YAL018C,1
YPR199C,1
YPR196W,1
YAL055W,1
YPR193C,1
YAL046C,1
YAL034C,1
YPR178W,1
YAL032C,1
YAL026C,1
YPR167C,1
YPR148C,1
YPR165W,1
YPR163C,1
YAR002W,1
YPR160W,1
YPR159C-A,1
YAR008W,1
YAR019C,1
YAR033W,1
YPR153W,1
YPR088C,1
YBL052C,1
YBL048W,1
YBR040W,1
YBR015C,1
YBR018C,1
YBR020W,1
YBR022W,1
YBR023C,1
YBR032W,1
YPR023C,1
YBR037C,1
YPR019W,1
YBR041W,1
YPR037C,1
YPR016C,1
YBR061C,1
YBR065C,1
YBR067C,1
YPR001W,1
YBR069C,1
YBR070C,1
YBR073W,1
YBR081C,1
YBR007C,1
YPR041W,1
YBL047C,1
YBL019W,1
YBL040C,1
YBL037W,1
YBL036C,1
YPR078C,1
YPR075C,1
YBL031W,1
YPR071W,1
YBL028C,1
YBL021C,1
YPR064W,1
YBR003W,1
YBL018C,1
YBL016W,1
YPR057W,1
YBL011W,1
YBL009W,1
YBL008W-A,1
YBR002C,1
YPR046W,1
YPR045C,1
YPL181W,1
YCL052C,1
YOR142W,1
YOR311C,1
YDL060W,1
YDL057W,1
YDL054C,1
YOR270C,1
YOR268C,1
YDL045W-A,1
YOR265W,1
YOR264W,1
YDL045C,1
YDL043C,1
YOR260W,1
YDL042C,1
YOR257W,1
YOR256C,1
YDL040C,1
YDL035C,1
YOR252W,1
YOR251C,1
YOR250C,1
YOR245C,1
YOR244W,1
YDL061C,1
YOR278W,1
YOR280C,1
YDL089W,1
YOR307C,1
YOR306C,1
YDL111C,1
YDL109C,1
YDL100C,1
YDL099W,1
YDL093W,1
YOR299W,1
YDL090C,1
YOR296W,1
YDL064W,1
YOR295W,1
YDL083C,1
YDL080C,1
YDL079C,1
YDL077C,1
YDL073W,1
YDL069C,1
YOR288C,1
YOR284W,1
YDL031W,1
YDL019C,1
YDL015C,1
YOR166C,1
YDR021W,1
YOR188W,1
YDR033W,1
YDR037W,1
YDR054C,1
YOR178C,1
YDR056C,1
YOR168W,1
YDR066C,1
YDR068W,1
YDR018C,1
YOR162C,1
YDR076W,1
YOR158W,1
YOR155C,1
YDR082W,1
YDR083W,1
YDR084C,1
YOR150W,1
YDR087C,1
YDR019C,1
YOR195W,1
YOR238W,1
YDL003W,1
YOR237W,1
YDL014W,1
YDL013W,1
YOR234C,1
YOR227W,1
YDL009C,1
YDL005C,1
YDL004W,1
YOR221C,1
YOR217W,1
YOR196C,1
YOR216C,1
YDL002C,1
YOR211C,1
YDR006C,1
YDR007W,1
YOR205C,1
YOR204W,1
YDR013W,1
YOR197W,1
YDL112W,1
YDL113C,1
YPL184C,1
YDL132W,1
YCR042C,1
YPL234C,1
YPL235W,1
YPL242C,1
YCR067C,1
YPL244C,1
YCR071C,1
YCR072C,1
YCR077C,1
YCR079W,1
YCR083W,1
YPL252C,1
YPL253C,1
YPL256C,1
YPL258C,1
YCR089W,1
YPL261C,1
YCR093W,1
YPL263C,1
YPL264C,1
YCR094W,1
YCR036W,1
YPL228W,1
YPL226W,1
YCL008C,1
YCL051W,1
YPL187W,1
YCL042W,1
YCL033C,1
YPL192C,1
YCL031C,1
YCL024W,1
YPL199C,1
YCL012C,1
YPL204W,1
YCR026C,1
YCL001W,1
YCL001W-A,1
YPL209C,1
YCR001W,1
YPL215W,1
YCR015C,1
YCR017C,1
YCR023C,1
YCR025C,1
YPL267W,1
YPL269W,1
YCR095C,1
YOR339C,1
YDL202W,1
YOR355W,1
YDL194W,1
YDL193W,1
YOR350C,1
YDL189W,1
YDL185W,1
YDL178W,1
YDL171C,1
YDL165W,1
YOR361C,1
YDL159W,1
YOR332W,1
YNR029C,1
YDL154W,1
YDL149W,1
YDL146W,1
YOR321W,1
YDL138W,1
YOR316C,1
YDL205C,1
YDL210W,1
YCR095W-A,1
YOR389W,1
YCR098C,1
YPL273W,1
YCR101C,1
YPL275W,1
YCR107W,1
YDL247W,1
YPL281C,1
YOR391C,1
YOR390W,1
YDL243C,1
YDL224C,1
YDL242W,1
YOR383C,1
YOR382W,1
YOR381W-A,1
YDL235C,1
YDL231C,1
YDL230W,1
YDL226C,1
YDL225W,1
YDR502C,1
YER167W,1
YDR504C,1
YHR170W,1
YIL159W,1
YLR273C,1
YIL156W,1
YLR268W,1
YLR266C,1
YLR265C,1
YLR264C-A,1
YIL150C,1
YIL149C,1
YIL146C,1
YIL143C,1
YIL142W,1
YIL139C,1
YLR257W,1
YIL137C,1
YLR254C,1
YIL134W,1
YIL122W,1
YIL113W,1
YIL102C-A,1
YIL091C,1
YIL089W,1
YIL086C,1
YIL162W,1
YLR278C,1
YIL163C,1
YLR301W,1
YLR319C,1
YLR318W,1
YHR180W,1
YHR186C,1
YLR309C,1
YHR188C,1
YLR307W,1
YHR191C,1
YHR192W,1
YLR302C,1
YHR194W,1
YIL165C,1
YHR198C,1
YHR205W,1
YHR208W,1
YLR291C,1
YLR290C,1
YHR211W,1
YHR213W-A,1
YHR213W-B,1
YHR214C-E,1
YIL169C,1
YLR231C,1
YLR229C,1
YIL076W,1
YLR151C,1
YIL001W,1
YIR001C,1
YIR005W,1
YIR006C,1
YIR007W,1
YLR165C,1
YIR008C,1
YLR163C,1
YIR009W,1
YLR154C,1
YIR013C,1
YIL003W,1
YLR149C,1
YIR014W,1
YIR015W,1
YIR017C,1
YLR145W,1
YLR144C,1
YIR018W,1
YLR142W,1
YIR021W-A,1
YIR024C,1
YIL002W-A,1
YIL009C-A,1
YLR227C,1
YIL048W,1
YIL074C,1
YIL071C,1
YIL070C,1
YLR221C,1
YIL068C,1
YIL067C,1
YIL063C,1
YIL062C,1
YIL054W,1
YIL051C,1
YIL041W,1
YIL013C,1
YIL037C,1
YIL034C,1
YLR197W,1
YIL024C,1
YLR192C,1
YIL020C,1
YIL019W,1
YLR189C,1
YIL016W,1
YIL014W,1
YHR172W,1
YHR169W,1
YLR133W,1
YHR168W,1
YHR030C,1
YLR454W,1
YHR032W,1
YHR034C,1
YHR035W,1
YLR449W,1
YLR446W,1
YLR443W,1
YLR442C,1
YLR440C,1
YLR437C,1
YHR050W,1
YHR051W,1
YLR431C,1
YLR429W,1
YLR427W,1
YLR426W,1
YLR425W,1
YHR056C,1
YHR060W,1
YLR419W,1
YHR065C,1
YHR068W,1
YLR457C,1
YLR460C,1
YHR029C,1
YHR011W,1
YML095C,1
YHL015W-A,1
YHL014C,1
YHL010C,1
YML100W-A,1
YML102W,1
YHL006C,1
YHL002W,1
YHR003C,1
YML109W,1
YML114C,1
YML129C,1
YML115C,1
YHR016C,1
YML117W,1
YHR023W,1
YML121W,1
YML122C,1
YML123C,1
YML124C,1
YML125C,1
YML126C,1
YHR071W,1
YHR074W,1
YLR410W,1
YHR146W,1
YLR360W,1
YHR119W,1
YHR120W,1
YHR122W,1
YHR130C,1
YHR131C,1
YLR352W,1
YLR351C,1
YHR136C,1
YHR142W,1
YLR342W-A,1
YLR362W,1
YLR342W,1
YHR156C,1
YHR158C,1
YLR336C,1
YHR160C,1
YLR333C,1
YLR332W,1
YLR329W,1
YHR165C,1
YLR326W,1
YHR110W,1
YLR363C,1
YLR408C,1
YLR384C,1
YLR406C,1
YLR404W,1
YHR077C,1
YHR079C-A,1
YHR082C,1
YLR395C,1
YLR394W,1
YHR083W,1
YHR084W,1
YHR086W,1
YLR383W,1
YLR364W,1
YHR097C,1
YHR098C,1
YHR099W,1
YLR376C,1
YHR108W,1
YLR372W,1
YHR109W,1
YLR369W,1
YLR368W,1
YLR365W,1
YIR025W,1
YIR026C,1
YML093W,1
YJR004C,1
YJR075W,1
YKR045C,1
YJR078W,1
YJR088C,1
YJR093C,1
YJR095W,1
YJR098C,1
YKR030W,1
YKR029C,1
YJR110W,1
YKR025W,1
YJR115W,1
YJR117W,1
YKR020W,1
YKR018C,1
YJR127C,1
YJR129C,1
YJR133W,1
YJR138W,1
YJR139C,1
YJR142W,1
YJR144W,1
YJR145C,1
YJR072C,1
YKR051W,1
YJR070C,1
YKR073C,1
YJR006W,1
YJR007W,1
YKR086W,1
YKR085C,1
YKR084C,1
YJR013W,1
YKR082W,1
YJR014W,1
YKR076W,1
YJR017C,1
YJR035W,1
YKR054C,1
YJR039W,1
YJR042W,1
YJR047C,1
YJR053W,1
YKR064W,1
YJR058C,1
YKR061W,1
YJR067C,1
YJR068W,1
YKR056W,1
YKL001C,1
YKL004W,1
YJR150C,1
YKL149C,1
YKL184W,1
YKL183W,1
YKL182W,1
YKL174C,1
YKL055C,1
YKL061W,1
YKL159C,1
YKL157W,1
YKL068W,1
YKL151C,1
YKL071W,1
YKL185W,1
YKL072W,1
YKL073W,1
YKL074C,1
YKL137W,1
YKL121W,1
YKL116C,1
YKL114C,1
YKL109W,1
YKL108W,1
YKL095W,1
YKL047W,1
YKL187C,1
YKL006C-A,1
YKL214C,1
YKL007W,1
YJR152W,1
YKL009W,1
YKL222C,1
YKL219W,1
YKL014C,1
YKL017C,1
YKL018W,1
YKL018C-A,1
YKL215C,1
YKL021C,1
YKL190W,1
YKL211C,1
YKL025C,1
YKL209C,1
YKL028W,1
YKL204W,1
YKL203C,1
YKL201C,1
YKL034W,1
YKL196C,1
YKL191W,1
YKR090W,1
YJR001W,1
YLR126C,1
YJL002C,1
YLR068W,1
YLR067C,1
YLR066W,1
YLR065C,1
YJL183W,1
YJL181W,1
YLR059C,1
YLR057W,1
YJL168C,1
YJL165C,1
YJL162C,1
YLR051C,1
YJL160C,1
YJL156C,1
YJL154C,1
YLR047C,1
YLR045C,1
YJL148W,1
YJL147C,1
YLR036C,1
YLR032W,1
YLR031W,1
YLR028C,1
YLR070C,1
YLR073C,1
YJL186W,1
YJL216C,1
YIR030C,1
YLR120C,1
YLR116W,1
YIR035C,1
YLR112W,1
YIR042C,1
YJL218W,1
YLR106C,1
YLR103C,1
YJL217W,1
YLR098C,1
YLR077W,1
YJL208C,1
YJL206C,1
YLR093C,1
YJL199C,1
YJL198W,1
YLR088W,1
YLR087C,1
YJL194W,1
YLR082C,1
YLR081W,1
YJL134W,1
YJL128C,1
YJL127C-B,1
YJL030W,1
YLL032C,1
YJL059W,1
YJL057C,1
YJL054W,1
YLL041C,1
YLL042C,1
YJL050W,1
YJL046W,1
YJL039C,1
YJL031C,1
YLL058W,1
YJL062W,1
YLL060C,1
YLL063C,1
YLL064C,1
YKR102W,1
YKR100C,1
YJL023C,1
YJL014W,1
YJL005W,1
YKR095W-A,1
YJL004C,1
YLL030C,1
YJL068C,1
YLR017W,1
YLL006W,1
YJL125C,1
YLR015W,1
YLR014C,1
YLR011W,1
YJL124C,1
YJL121C,1
YLR007W,1
YJL108C,1
YJL103C,1
YJL102W,1
YLL007C,1
YAL064W,1
YLL008W,1
YLL013C,1
YLL014W,1
YJL088W,1
YJL087C,1
YJL084C,1
YJL083W,1
YJL081C,1
YJL080C,1
YJL077W-B,1
YML094W,1
YHL022C,1
YDR507C,1
YER130C,1
YFL062W,1
YNL233W,1
YFL059W,1
YFL055W,1
YFL051C,1
YFL046W,1
YFL040W,1
YFL038C,1
YFL037W,1
YNL249C,1
YFL034C-B,1
YNL252C,1
YNL253W,1
YFL034C-A,1
YNL259C,1
YFL028C,1
YNL265C,1
YFL024C,1
YFL017W-A,1
YNL271C,1
YNL275W,1
YFL003C,1
YNL279W,1
YNL231C,1
YER186C,1
YNL225C,1
YER159C,1
YER133W,1
YNL182C,1
YNL183C,1
YNL185C,1
YER142C,1
YER144C,1
YER149C,1
YER155C,1
YNL192W,1
YER157W,1
YER162C,1
YNL224C,1
YNL202W,1
YNL206C,1
YER164W,1
YNL209W,1
YKL102C,1
YNL214W,1
YNL215W,1
YER170W,1
YER174C,1
YNL221C,1
YFR001W,1
YFR002W,1
YFR003C,1
YGL230C,1
YMR316C-A,1
YMR315W-A,1
YGL243W,1
YGL242C,1
YGL241W,1
YGL240W,1
YMR306W,1
YMR305C,1
YGL233W,1
YGL232W,1
YMR301C,1
YMR320W,1
YGL229C,1
YGL223C,1
YGL220W,1
YGL219C,1
YMR289W,1
YGL211W,1
YGL203C,1
YMR282C,1
YGL193C,1
YMR277W,1
YMR319C,1
YMR325W,1
YFR004W,1
YFR031C-A,1
YFR008W,1
YNL292W,1
YFR012W,1
YFR018C,1
YFR022W,1
YFR025C,1
YNL300W,1
YNL301C,1
YFR026C,1
YFR031C,1
YFR043C,1
YGL253W,1
YFR047C,1
YNL316C,1
YNL318C,1
YFR050C,1
YNL323W,1
YNL326C,1
YGL257C,1
YNL329C,1
YNL330C,1
YNL333W,1
YNL177C,1
YNL172W,1
YGL192W,1
YER118C,1
YNL027W,1
YEL040W,1
YEL038W,1
YEL033W,1
YNL034W,1
YEL029C,1
YEL025C,1
YNL038W,1
YEL021W,1
YNL041C,1
YNL042W,1
YEL020C,1
YNL046W,1
YNL047C,1
YEL017W,1
YNL051W,1
YER010C,1
YNL066W,1
YNL067W-B,1
YER014W,1
YER014C-A,1
YER017C,1
YER018C,1
YNL026W,1
YEL041W,1
YEL042W,1
YEL070W,1
YDR512C,1
YNR022C,1
YDR518W,1
YNR019W,1
YNR017W,1
YDR529C,1
YDR532C,1
YDR534C,1
YDR539W,1
YEL073C,1
YNR003C,1
YNL023C,1
YNR002C,1
YNR001C,1
YEL069C,1
YNL002C,1
YEL062W,1
YNL008C,1
YEL058W,1
YNL011C,1
YEL050C,1
YEL047C,1
YER019W,1
YNL073W,1
YNL076W,1
YNL146C-A,1
YER082C,1
YER083C,1
YER086W,1
YER089C,1
YNL139C,1
YNL141W,1
YER090W,1
YER092W,1
YNL144C,1
YER093C,1
YNL147W,1
YER074W-A,1
YNL152W,1
YNL153C,1
YER102W,1
YER104W,1
YNL156C,1
YER112W,1
YER114C,1
YNL161W,1
YNL162W,1
YNL162W-A,1
YER076C,1
YER073W,1
YER027C,1
YER039C-A,1
YER031C,1
YNL084C,1
YNL085W,1
YNL086W,1
YNL087W,1
YNL088W,1
YNL090W,1
YNL092W,1
YNL094W,1
YNL095C,1
YNL100W,1
YNL127W,1
YNL101W,1
YER043C,1
YER044C-A,1
YER046W,1
YER049W,1
YER051W,1
YNL116W,1
YNL119W,1
YER056C-A,1
YNL126W,1
YMR272C,1
YMR270C,1
YHL023C,1
YGR076C,1
YMR053C,1
YGR140W,1
YGR145W,1
YGR146C,1
YGR147C,1
YGR150C,1
YGR156W,1
YMR037C,1
YGR164W,1
YGR166W,1
YGR170W,1
YMR032W,1
YMR031C,1
YMR030W,1
YGR172C,1
YMR025W,1
YMR024W,1
YMR022W,1
YMR019W,1
YGR188C,1
YGR191W,1
YGR193C,1
YMR013C,1
YMR054W,1
YGR135W,1
YMR058W,1
YGR103W,1
YGR077C,1
YGR081C,1
YMR094W,1
YGR082W,1
YGR084C,1
YGR090W,1
YGR095C,1
YMR086W,1
YMR084W,1
YGR102C,1
YGR104C,1
YGR131W,1
YMR077C,1
YMR075W,1
YMR071C,1
YGR117C,1
YGR118W,1
YGR121C,1
YMR065W,1
YMR064W,1
YGR126W,1
YGR128C,1
YGR195W,1
YMR010W,1
YGR205W,1
YML061C,1
YGR261C,1
YGR262C,1
YGR273C,1
YGR277C,1
YGR278W,1
YML056C,1
YGR281W,1
YML058W-A,1
YHL047C,1
YML060W,1
YML062C,1
YML041C,1
YHL044W,1
YML064C,1
YHL041W,1
YML069W,1
YHL034C,1
YHL031C,1
YML073C,1
YML079W,1
YML080W,1
YML085C,1
YGR260W,1
YGR258C,1
YGR206W,1
YML006C,1
YMR005W,1
YMR004W,1
YGR207C,1
YGR208W,1
YMR001C-A,1
YMR001C,1
YGR212W,1
YML002W,1
YML003W,1
YGR213C,1
YGR223C,1
YGR253C,1
YGR224W,1
YML009C,1
YGR229C,1
YGR231C,1
YGR233C,1
YML021C,1
YGR239C,1
YML027W,1
YGR240C-A,1
YGR246C,1
YMR099C,1
YMR102C,1
YGL190C,1
YGR071C,1
YMR228W,1
YMR227C,1
YMR226C,1
YGL115W,1
YGL114W,1
YGL113W,1
YMR221C,1
YMR220W,1
YGL112C,1
YGL110C,1
YGL104C,1
YGL099W,1
YMR211W,1
YMR209C,1
YMR208W,1
YGL094C,1
YMR204C,1
YGL090W,1
YGL089C,1
YMR199W,1
YGL085W,1
YGL081W,1
YGL060W,1
YMR230W,1
YMR231W,1
YGL117W,1
YMR247W-A,1
YGL185C,1
YGL183C,1
YGL180W,1
YGL178W,1
YGL173C,1
YMR260C,1
YGL169W,1
YGL167C,1
YGL158W,1
YGL157W,1
YMR247C,1
YMR233W,1
YGL142C,1
YGL141W,1
YGL135W,1
YMR242C,1
YGL134W,1
YMR240C,1
YGL131C,1
YGL130W,1
YGL128C,1
YGL125W,1
YGL058W,1
YGL057C,1
YMR184W,1
YGR035W-A,1
YGR009C,1
YMR134W,1
YMR132C,1
YGR019W,1
YMR130W,1
YGR023W,1
YGR024C,1
YGR026W,1
YGR028W,1
YGR035C,1
YGR040W,1
YMR142C,1
YGR041W,1
YMR119W,1
YGR046W,1
YGR047C,1
YGR053C,1
YGR054W,1
YGR058W,1
YGR065C,1
YGR068C,1
YMR106C,1
YGR006W,1
YGR005C,1
YGL053W,1
YGL022W,1
YGL044C,1
YGL043W,1
YMR180C,1
YMR179W,1
YGL040C,1
YGL039W,1
YGL036W,1
YGL033W,1
YGL032C,1
YMR171C,1
YMR167W,1
YMR144W,1
YMR166C,1
YMR163C,1
YMR160W,1
YMR159C,1
YGL007W,1
YMR154C,1
YMR149W,1
YMR147W,1
YGL001C,1
YGR001C,1
YPR201W,1
